# file...... house_6def.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# date...... Thu Sep  1 17:25:09 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# user...... fathima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# host...... (null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# target.... controller 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# trigger... (none),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# interval.. 60,,,,,,,,,Test Case,,,,,,,,,All houses,,,,,,,,,,,,
# limit..... -2147483648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# timestamp,bid_price,bid_quantity,house11:power_state,house11:air_temperature,house11:system_mode,house11:hvac_load,house11:outdoor_temperature,,bid_price,bid_quantity,house11:power_state,house11:air_temperature,,,,,,bid_price,bid_quantity,house11:power_state,house11:air_temperature,,,,,,,,,
2000-08-09 00:00:00 PDT,0,0,OFF,70,OFF,0,57.922,,0,0,OFF,70,,0,0,0,,0,0,OFF,70,,,0,0,0,,0,0,0
2000-08-09 00:01:00 PDT,0,0,OFF,69.8515,OFF,0,57.8996,,0,0,OFF,69.8515,,0,0,0,,0,0,OFF,69.8515,,,0,0,0,,0,0,0
2000-08-09 00:02:00 PDT,0,0,OFF,69.7255,OFF,0,57.8775,,0,0,OFF,69.7255,,0,0,0,,0,0,OFF,69.7255,,,0,0,0,,0,0,0
2000-08-09 00:03:00 PDT,0,0,OFF,69.6179,OFF,0,57.8556,,0,0,OFF,69.6179,,0,0,0,,0,0,OFF,69.6179,,,0,0,0,,0,0,0
2000-08-09 00:04:00 PDT,0,0,OFF,69.5253,OFF,0,57.834,,0,0,OFF,69.5253,,0,0,0,,0,0,OFF,69.5253,,,0,0,0,,0,0,0
2000-08-09 00:05:00 PDT,0,0,OFF,69.4449,OFF,0,57.8126,,0,0,OFF,69.4449,,0,0,0,,0,0,OFF,69.4449,,,0,0,0,,0,0,0
2000-08-09 00:06:00 PDT,0,0,OFF,69.3746,OFF,0,57.7915,,0,0,OFF,69.3746,,0,0,0,,0,0,OFF,69.3746,,,0,0,0,,0,0,0
2000-08-09 00:07:00 PDT,0,0,OFF,69.3123,OFF,0,57.7706,,0,0,OFF,69.3123,,0,0,0,,0,0,OFF,69.3123,,,0,0,0,,0,0,0
2000-08-09 00:08:00 PDT,0,0,OFF,69.2567,OFF,0,57.75,,0,0,OFF,69.2567,,0,0,0,,0,0,OFF,69.2567,,,0,0,0,,0,0,0
2000-08-09 00:09:00 PDT,0,0,OFF,69.2066,OFF,0,57.7296,,0,0,OFF,69.2066,,0,0,0,,0,0,OFF,69.2066,,,0,0,0,,0,0,0
2000-08-09 00:10:00 PDT,0,0,OFF,69.1609,OFF,0,57.7095,,0,0,OFF,69.1609,,0,0,0,,0,0,OFF,69.1609,,,0,0,0,,0,0,0
2000-08-09 00:11:00 PDT,0,0,OFF,69.1188,OFF,0,57.6896,,0,0,OFF,69.1188,,0,0,0,,0,0,OFF,69.1188,,,0,0,0,,0,0,0
2000-08-09 00:12:00 PDT,0,0,OFF,69.0796,OFF,0,57.67,,0,0,OFF,69.0796,,0,0,0,,0,0,OFF,69.0796,,,0,0,0,,0,0,0
2000-08-09 00:13:00 PDT,0,0,OFF,69.0429,OFF,0,57.6506,,0,0,OFF,69.0429,,0,0,0,,0,0,OFF,69.0429,,,0,0,0,,0,0,0
2000-08-09 00:14:00 PDT,0,0,OFF,69.0082,OFF,0,57.6315,,0,0,OFF,69.0082,,0,0,0,,0,0,OFF,69.0082,,,0,0,0,,0,0,0
2000-08-09 00:15:00 PDT,0,0,OFF,68.975,OFF,0,57.6126,,0,0,OFF,68.975,,0,0,0,,0,0,OFF,68.975,,,0,0,0,,0,0,0
2000-08-09 00:16:00 PDT,0,0,OFF,68.9433,OFF,0,57.594,,0,0,OFF,68.9433,,0,0,0,,0,0,OFF,68.9433,,,0,0,0,,0,0,0
2000-08-09 00:17:00 PDT,0,0,OFF,68.9126,OFF,0,57.5756,,0,0,OFF,68.9126,,0,0,0,,0,0,OFF,68.9126,,,0,0,0,,0,0,0
2000-08-09 00:18:00 PDT,0,0,OFF,68.8798,OFF,0,57.5575,,0,0,OFF,68.8798,,0,0,0,,0,0,OFF,68.8798,,,0,0,0,,0,0,0
2000-08-09 00:19:00 PDT,0,0,OFF,68.848,OFF,0,57.5396,,0,0,OFF,68.848,,0,0,0,,0,0,OFF,68.848,,,0,0,0,,0,0,0
2000-08-09 00:20:00 PDT,0,0,OFF,68.8172,OFF,0,57.522,,0,0,OFF,68.8172,,0,0,0,,0,0,OFF,68.8172,,,0,0,0,,0,0,0
2000-08-09 00:21:00 PDT,0,0,OFF,68.7871,OFF,0,57.5046,,0,0,OFF,68.7871,,0,0,0,,0,0,OFF,68.7871,,,0,0,0,,0,0,0
2000-08-09 00:22:00 PDT,0,0,OFF,68.7576,OFF,0,57.4875,,0,0,OFF,68.7576,,0,0,0,,0,0,OFF,68.7576,,,0,0,0,,0,0,0
2000-08-09 00:23:00 PDT,0,0,OFF,68.7286,OFF,0,57.4706,,0,0,OFF,68.7286,,0,0,0,,0,0,OFF,68.7286,,,0,0,0,,0,0,0
2000-08-09 00:24:00 PDT,0,0,OFF,68.7,OFF,0,57.454,,0,0,OFF,68.7,,0,0,0,,0,0,OFF,68.7,,,0,0,0,,0,0,0
2000-08-09 00:25:00 PDT,0,0,OFF,68.6718,OFF,0,57.4376,,0,0,OFF,68.6718,,0,0,0,,0,0,OFF,68.6718,,,0,0,0,,0,0,0
2000-08-09 00:26:00 PDT,0,0,OFF,68.6439,OFF,0,57.4215,,0,0,OFF,68.6439,,0,0,0,,0,0,OFF,68.6439,,,0,0,0,,0,0,0
2000-08-09 00:27:00 PDT,0,0,OFF,68.6162,OFF,0,57.4056,,0,0,OFF,68.6162,,0,0,0,,0,0,OFF,68.6162,,,0,0,0,,0,0,0
